listing_id,id,date,reviewer_id,reviewer_name,comments
1931788,249204621,2018-04-01,35995830,José,La casa de Jim es preciosa la ubicación es buena en un barrio muy residencial con buenos lugares de comida con fáciles accesos en transporte público. Jim es un tipo extremadamente amable nos aconsejó en todo momento nos hizo sentir en cada. Recomiendo ampliamente este alojamiento.
2123469,302623771,2018-08-05,140692200,驰,a great experience!
2783251,528757460,2019-09-13,259841310,Megan,We had a fantastic stay at Ellen's apartment. She gave us tips of where restaurants were and things to do and see around the area. Great location and would recommend to anyone staying in San Fran.
6006768,452692455,2019-05-13,52261151,Andrew,Mimi and Mosh were phenomenal hosts. The unit was lovely and their neighborhood and location were perfect for walking to all of the best parts of the city. Highly recommend and hope to stay again!
32389762,483705419,2019-07-07,268421642,Tim,"This is a great B&B! Well located nice apartment and good decorated. Good bed for a perfect sleep and rest. Nice kitchen with great fridge and coffee machine. Nice coffee too. As well as perfect bathroom. Fast response and action from hosts K&J. Improvement tips;    Vacuum clean floors a bit more while was not totally clean and invest in the garden to make the view and terrace nice so guest could enjoy breakfast outside there. Overall good B&B and I recommend it. 
TvdK"
585225,519527808,2019-08-28,58474343,Liesbeth,Loved the place quiet neighborhood. Good local tips busstop around the corner.  And nice bakery’s whoole food on 24th street.
19265072,179128570,2017-08-06,44379164,Jared,Won's place was great! He was very nice and easy to communicate with and his place looks great and was very central. Would definitely recommend!
20994570,526950341,2019-09-09,146636133,Sarah,"Kal's place is in a great location - just a stone's throw away from Golden Gate Park and Ocean Beach. The neighbourhood felt safe to walk around and there was plenty to do in the immediate area. 

The accommodation was sparkling clean with thoughtful amenities such as coffee and shampoo and Kal was great at replying when we had any questions. 

All in all it was a cozy spot to come home to after a busy day exploring San Francisco and I can't recommend it enough!"
859310,3235547,2013-01-02,4517621,Daniel,Wonderful experience - great location in the Mission District that makes for a perfect spot to venture out from. Close to great food shopping and transit options (BART Muni) to get anywhere else in SF. Excellent hosts amazing view of the city from the bedroom. Can't say enough good things about this place!
379349,72635310,2016-05-04,67065583,Jessica,This is a great location for me since it's a 10 minute walk from my son's place.  The room is clean and comfortable.  The neighborhood feels very safe.  When people are moving about the room above it can be a little noisy but Miriam was very considerate to warn me that they would be entertaining one evening.  She also welcomed me with delicious blonde brownies.  We met briefly and had a nice chat.  I would stay here again.
4069838,358837227,2018-12-15,58517805,Marwa,Ashley's place is beautiful and filled with absolutely everything you might need. It's in a great location with vibrant murals great restaurants and easy access to downtown. One of the best Airbnbs I've ever stayed at!
680288,64198211,2016-03-01,44627982,Donna,Dont hesitate to book here.  The cottage was delightful.  Perfect stay.  Awesome location and terrific hosts!  I would absolutely go & stay there again.  It couldn't have been better!
585326,406488952,2019-01-29,105644818,Luye,This is nice place to stay. And the pubic transportation is very convenient here
18286171,286676287,2018-07-06,200052018,Elizabeth,Quite and quick to respond very pleasant to stay with
1998111,127050758,2017-01-15,96882255,Amanda,Kenix is a lovely hostess! She was amazing at communication and always available and ready to help with whatever we needed! She had some great tips for seeing the city and her home was very clean neat and the space was wonderful! Parking could be tricky so Kenix went the extra mile to ensure we had a great parking spot for the night! A great stay!
8904047,122947931,2016-12-26,56705404,Theresa,We were very happy with Amy's space.  We plan on staying there again on our next trip to San Francisco.  It was clean modern and well-decorated.  It is a good size for a couple.  The check-in process was very quick and efficient.  We liked that it was located in a neighborhood but within a short walking distance to Velencia Street where there were many shops restaurants and bar/clubs.
22568473,555600054,2019-10-27,11136517,Emily,The host canceled this reservation 4 days before arrival. This is an automated posting.
9752553,206966805,2017-10-27,1599617,Matthew,We had a fantastic week at Paul's - great introduction and orientation from the host and a picture perfect location amongst the shops and restaurants in Pacific Heights. The apartment is spacious and great for 2-4 people. The kitchen has everything you need to prepare and enjoy your own meals the closet is large the keyhole view of the Golden Gate is spectacular as you walk out the front door. We would definitely return perhaps next time with our daughters
14179987,121910651,2016-12-19,104507479,John,Very quaint and quite. It's absolutely adorable and very romantic for couples. Lots of shops restaurants and bars just one block over on chestnut. I highly recommend this anyone.
13635551,90682214,2016-08-01,84618914,Sachiko,"This was my first time using Airbnb and I am definitely glad Leena was my first host! Quick response smooth communication and the place was fantastic! Very clean and cozy and simply just a place you'd want to come home to after a long day of being out. 

I was there for 2 nights with 2 of my girlfriends...they took turns sleeping on the couch but said that it was comfortable! The bathroom was clean and was provided with amenities and more than enough towels. Very accessible to get around and great neighborhood. 

If I had to say one thing...the only inconvenience I had was parking. Since only street parking was available. But that's about it. And be careful with the parking restrictions of when you can park. I totally missed the sign and got a ticket! But even with this I would still love to come back! I highly recommend this place!"
14804950,151394468,2017-05-12,13087721,Anna,It was fantastic! Great location minutes from Mission district close to the BART. The bed is super comfortable! Great shower and everything you need for a short term stay. Would highly recommend for anyone!
1992217,75280799,2016-05-20,5510892,Noemi,"We really enjoyed our stay with Peter who is extremely warm welcoming and generous with information. The room is very nice and comfortable with great views. The location is fantastic between Noe Valley the Castro district and the Mission our favourite part of town. 
Our experience was perfect and we highly recommend to visitors to stay at Peter's place.
Thanks Peter for your amazing hospitality and your delicious breakfasts! Joe and Noemi
"
13618517,491157220,2019-07-19,209882742,Jessica,"Amazing little spot near Union Square. Lots of places close by to eat must eat brunch and dinner spot is Lapisara Eatery a block or so away. Mexican at Matador is amazing too! Finally Sushi at Sanraku is another MUST I found quite handy when we’d been out all day was nice to eat close by. 
Fantastic coffee complimentary in the lobby of a morning along with cold drinks of an afternoon. 
My only downfall was at check in; due to it being a Timeshare type complex there was a haggle of trying to get you to tie into their other resorts etc. Some people may not mind this; I just found it a bit pressing of hard sales after we’d been travelling for a long time. But after we’d expressed no interest there was no further chasing of it.
Thanks for a fantastic stay and memorable stay in San Fran!"
10088395,64627133,2016-03-06,45220270,Kunal,I had a wonderful time staying with Stephen. He was a friendly thoughtful host who made sure I was enjoying my stay and the neighborhood. The bedroom was comfortable and I appreciated the closet space and drawer shelves to store my things. The bathroom was large and clean with great water pressure and temperature. Stephen encouraged me to treat his home like my own graciously offering me the use of his office area to get work done and his sound system to kick back and relax. I would definitely stay with Stephen again should the need arise I wish my visit had been longer!
3759246,49193164,2015-10-01,1772270,Kellie,I booked this in-law for myself and my boyfriend for just one night and on very short notice but David was quick to reply and very accommodating with our late check-in.  It was a good space for our quick trip but would be great for a longer stay as well.  And we could use the driveway space!  The only drawback was the construction right next door but it got us out of bed right when we needed to be.
6423158,277571191,2018-06-16,165028479,Elizabeth,Alice’s place was perfect for a week long visit.  She provided all the extras we could need including information about the public transportation system.  The neighborhood is beautiful and there was always a place out front to park.  
9197404,71412397,2016-04-25,397512,Vicki,"I thoroughly enjoyed my stay at Shawna's classic SF Victorian. The room had everything I needed-- plenty of clothing storage reading light fresh air and the best part - a host kitty named Whiskey who purred when she saw me. She even kept me company at night.

The bathroom is spacious and a drawer is designated for the guest's use. The water pressure was great. 

There was a sweet little patio off of the kitchen where I enjoyed my morning tea. 

The neighborhood is fantastic for walking movie theaters public transportation for restaurants and unusual shopping including boutiques vintage furniture and art galleries. I highly recommend Creativity Explored on 16th and Guerrero. The varied cuisine offerings are Indian street food vegan  Mexican Tapas Mediterranean and fabulous bakeries to name a few.

But the best part of my stay was getting to know my host. While we didn't spend a lot of time together the time we did spend was both interesting and very congenial. I feel like I made a new friend in my home town.

Highly recommend this listing and I will definitely return. "
28182805,400027038,2019-01-10,224691288,Tatiana,great space in an ideal location.  note that although the apt can accommodate 2 (1 in the bedroom the other in a pull out couch) the space is quite small and not ideal for any groups that are not family/ closely related.  would absolutely stay here again.
13685131,490539964,2019-07-18,30842724,Dolores,This is a comfortable and cozy studio located in a quiet residential area near downtown SF. It is ideal for couples and solo travellers. Marty is a kind and helpful host. We thoroughly recommend staying at his place and when we come back to San Francisco we’ll surely be staying with him again! Thank you Marty!
859336,86419309,2016-07-16,77432431,Russell,Anka (and Milo the dog) are lovely and friendly. The room is everything as described and the location in Castro is perfect for an easy trip downtown on the trolley buses or an interesting area to explore in its own right. Top tip - use the recommendations for eat and drink in the info folder
992676,16139714,2014-07-22,15357755,Tim,Do you want a place with all the comforts of a good hotel room?  Convenient transport to both San Francisco Airport and the City? A host who likes to greet and get to know her guests but also gives them privacy? You won't be disappointed with this Studio Oasis and Kate's hospitality.  Five stars!
4387067,216628916,2017-12-04,151298630,Melissa,A beautiful room in a great neighborhood. What more could you want? The listing was very accurate and the room is so spacious I had plenty of room for my morning yoga practice. I whole heartedly recommend!
27765343,429705564,2019-03-28,243181136,Konrad,Emily's apartment was fantastic! It was well located in SoMa and very tastefully decorated.  The bed was comfy and it was nice having a personal bathroom. Would stay again!
16255081,359738960,2018-12-17,138880928,Eric,Great location!
23611950,480005141,2019-07-01,49553279,Gladys,"Really good location in downtown San Francisco. The room was small but this is no surprise since it was quite cheap for San Francisco... It was clean and the staff was really nice.
I booked a shuttle (from another company) for the airport at the front desk the hotel staff was helpful but the shuttle driver did not come into the lobby to get me and left without me... Had to wait 45minutes to get another one! Be careful and look for the shuttle if you book one."
14220594,431353334,2019-03-31,181102912,Nico,Great place inside. Good escape form the city.
8352275,255206044,2018-04-19,119990392,Ana,We stayed here 3 nights and loved it! We were hesitant at first because it was our first time staying in a shared space but we were pleasantly surprised with how much privacy we had. The room is down stairs with its own bathroom like your own little suite. The room had everything we needed like towels toiletries kurig tv/Netflix tons of outlets microwave/mini fridge. The bed was super comfy and the hot tub outside was a huge plus. Brent and his wife Pascale were so pleasant we absolutely recommend staying with them!
24309390,318543928,2018-09-03,155829751,Jeff,Glen graciously opened up his apartment to myself and friends. He was a quick communicator and kept the place very clean! He even left a few extra touches such as water chocolates etc. Anytime I had a question or inquiry Glen met these requests. I would recommend this place and it's location (in a quiet neighborhood).
6653474,39047448,2015-07-20,36167115,Boris,The location is perfect there are buses to take you anywhere in San Francisco. The house was very clean and well managed and Ari was a great host with tons of info about activities and the local cuisine. I would recommend this to anyone who wants a good San Fran experience while staying in the heart of this city. Thank you Ari for the experiencewe will be sure to come back.
12679234,188814274,2017-08-30,140453647,Anissa,Very clean house in a quiet houd. We enjoyed our stay in Rachel's home. Rachel was very attentionate and quick to answers to any inquiries. Thanks you Rachel
7067087,419771346,2019-03-04,228263985,Guang,Great place great people
280673,36647666,2015-06-30,23897064,Geneviève,"Shani gave me a warm welcome (and even warmer good bye! because we knew better each others). When I arrived she answered my questions and explained me how to buy a Clipper Card and the bus stops near the house in Church St.  I had ( and have yet) difficulty speaking fluently and understanding ( when people speak fast) english and she tried her best to explain me what she told me. Shani is a VERY GENEROUS woman. I staid at her home 1 month and she gave me many things. 
Her cat is SO SWEET !!!
The room is spacious bright. I can open the window and see flowers and nature. The bed is very good. I did'nt have backache. I can use the fridge. It's very generous.
  And ... it's very very cheap! It's S.F !!! 
 Mission St. and Church St. are near with restaurants and there's a lot of launderettes all around. I can wash and dry my clothes quickly. There's a lot of markets too.
Shani's house is a VERY good renting in S.F. She's a good hostess even she has a lot of work."
5905530,458192579,2019-05-25,257390498,Shalini,Great place wonderful host.
17585947,532435385,2019-09-19,36574146,Sarah,Perfect sized lovely guest apartment for a couple visiting the city. Tucked away in a quiet neighborhood easy to access the marina beaches bridge etc. via Uber or Lyft.
12026856,93225850,2016-08-12,78695788,Chelsea,Cute place in a very sweet neighborhood and Maria was helpful and accessible. I'd highly recommend staying here if you're in San Francisco. 
5853587,404095848,2019-01-22,198196695,Erick,Rick's place is in a very nice spot with easy access to public transit and local spots. I very much enjoyed my time.
4110344,429377185,2019-03-27,38793910,Leonard,Great location very easy and efficient check in. Isn’t over the top but it is a affordable safe and convenient location with great customer service.
719431,26866954,2015-02-21,2104098,Shiloh,This apartment was a great spot to relax during our travels in San Francisco! We stayed in the Garden Suite which had 3 nice-size windows two of which look directly out on to the beautiful garden. The apartment is on the 1st floor and we loved the keyless entry. The  fridge and convection/microwave oven in the suite made it easy to prepare meals and we had access to a full shared kitchen if needed. Having access to a washer and dryer on the 1st floor was great as well. Others have mentioned that sound travels in this house and that's true -- it's nothing extreme but if you are sensitive to sound it might be a consideration as you can occasionally hear footsteps and voices from other units. The neighborhood is beautiful -- the house is on a residential street with many restaurants and shopping options just 2 blocks down the hill. It is very convenient to public transportation which made it easy to get anywhere from the beach to the Castro quickly. Phil was a wonderful host - I definitely recommend this apartment! 
1926253,197994809,2017-09-27,99466946,Dave,"Lovely little spot with nice little touches such as some supplies in the fridge maps and a couple of BART tickets to get you started.

Alittle bit noisy with the dogs scuttling about upstairs but fine overall. 

Neighbourhood is quiet."
21113266,332205028,2018-10-04,128905401,Matthew,I highly recommend staying here!! We arrived to candle light and a bottle of wine!! We flew in on a late flight and the back yard hot tub felt sooooo good!  we had everything we needed and more! Any questions throughout our stay were answered quickly! I would definitely stay here again;)!
10321776,368984075,2019-01-08,6819511,Jose,Arpita's place was perfect for what we needed.  She was super nice and always available with any question we had.  The place was sparkling clean and more spacious than we expected.  The place is a bit far from the city center but it is perfect for those who have a car and want piece of mind that the parking is free and it is safe outside and those who want to sleep in a quiet street away from the noise of the city.  Also the metro stop to the city center is only two blocks away so it is pretty easy to get around.
10603148,203246112,2017-10-14,2530567,Krister,John’s place was beautiful and incredibly conveniently located in Nob Hill. Better than all of this was the warm and gracious hospitality he offered from when we arrived to when we left. I left his home wanting to be as welcoming and kind as he is on a daily basis. I cannot imagine finding a better location and host in the city.
51773,252594,2011-05-05,530251,Jeff,Jay continues to be awesome -- I would stay with her on every visit to SF!
4902565,33338194,2015-05-26,33670661,Jianjun,Host is very nice to leave to key to us. The room is as described. 
4257302,152636512,2017-05-17,41091842,Emily,Overall this place is a good value for what it offers and its location. The bed and linens were lovely. As a former resident of the neighborhood I was a bit disappointed by how far away it was from Divisadero (about a 10 minute walk). Because of the (very reasonable) privacy measures it was hard to know this would be the case so it's certainly not the host's fault. I found the ambient noise (e.g. barking dog and other loud noises right above the bedroom ~8am) to be irritating since I was on vacation and trying to sleep in. I doubt I'd stay here again since there is a perfectly nie and affordable hotel nearby on Divis that costs about the same but I appreciated Alexandra's hospitality. 
958507,13241205,2014-05-23,13347726,Brian,"Absolutely the best way to visit San Francisco.  We had a great time at John's house.    It's in a great location everything was an easy walk or quick cab ride.  The house had plenty of space comfortable beds and allowed us enough room to spread out at the end of the day.  Everything we needed was provided communication with John was great and we'll certainly look to stay here again if we are back in San Francisco.  

I spend 150+ nights in hotels each year and let me assure you this was a very welcome change.  The costs were actually cheaper than a hotel so if you are considering hotel vs John's house hands down stay with John.  I would not hesitate to bring my family or friends if I had the occasion to do so.   

Thank you John for the great stay and wonderful property!"
40013970,567494497,2019-11-22,168605883,Magdalena,Mejores anfitriones! todo impecable de limpio preocupados y lleno de deatlles lo más apreido a el lujo de un hotel con la calidez de estar en una casa muy preocupados por la comidad y de que se disfrute el viaje por la ciudad perfecto.
25511306,413648303,2019-02-17,3525184,Eduardo,It’s a very very nice place  great location great light  great amenities. Great host ! Highly recommended!
1392204,21625042,2014-10-20,21707860,Kim,"My daughter and I had a wonderful stay .Dee was very welcoming and gave us a tour of her spectacular home . She also took the time to show us how to get around the area . ( easy to get around the area from the home with no car) 
We had the whole bottom floor to ourselves . The veiw was amazing . After going out it was so relaxing to come back to a nice glass of wine and watch the sunset from the grand windows . 
Would highly recommend to anyone who wants a nice quiet place to stay in a high end neighborhood . With a wonderful host that makes you feel like it's your home too. 

Thank you Dee and hope to visit again in the future . 
Kim and Megan "
4718531,110990626,2016-10-29,87646336,Eric,Mike was an amazing host! He warmly greeted me when I arrived showed me around and then got out of the way. He always responded very quickly to my messages and event let me borrow some of his props for a costumed event I had to attend. Would certainly recommend!
2111361,23351358,2014-11-29,23700415,Rian,Carlos was a really caring person. And it was a great experience staying at his place. The place was the same as pictures and the apt was secured and clean! Everything was perfect and absolutely better than inn or just hotel. I wished this place would be mine:). wanted to stay longer in here!!! Thanks for this opportunity Carlos!
19014320,267456417,2018-05-21,119962706,Brittany,Perfect place to stay and explore the city! My husband and I managed to make it work even though it was a little snug but the location and walkability of the place more than makes up for it. You’re not supposed to spend all your time indoors in such a great city...go out and explore while making this cottage yours to rest up in for the next day of adventure.
21459964,456108755,2019-05-20,77787499,Hank,Clean convenient place to pier 39 loving the decoration of the house and the great host. All these stuffs make this feel like home.
15400940,137839245,2017-03-17,97158785,David,Great clean apartment in an exceptional location.  Wonderful restaurants shops & markets within blocks.  Especially loved the small park across the street.
44032,662166,2011-10-25,973953,Cesar,"Comfortable and beautiful place the location is very convenient; bear in mind it is a busy neighborhood rich and diverse.
Great location for BART and restaurants...Check out 16th Street"
14475808,106354126,2016-10-05,9886846,Noam,"Ernest is a nice guy but we were very disappointed with the apartment. In short the communication with Ernest was poor he didn't answer our calls when we arrived and he wasn't at the apartment to welcome us. We were lucky that his father was next door and he succeeded to contact Ernest. Even when we left the house and sent him a message he didn't answer. The location of the house is not attractive (and that is an understatement) far from the center of city. The apartment is literally empty. 

"
220418,198504687,2017-09-29,122245210,Mélanie,Chambre très sympathique bien située car proche des transports en commun et restaurants. Salle de bain partagée pour 3 chambres et chambre spacieuse.  Cependant nous n’avons jamais rencontré notre hôte...
21584555,471015527,2019-06-16,109849888,Corey,My friend and I had a lovely time at their home. Everything was clean and the home is beautiful. Felt like being at home with all the lovely touches. The room with the en suite bathroom made all the difference and was so perfect. Hope to visit and stay here again soon!
5070945,74081925,2016-05-13,22531846,Luke,This is basically a hotel with a kindof hostel vibe. We got the room with a private bathroom and it was quite nice. Checkin was easy with the front desk clerk I felt safe and comfortable the entire time :)
2770268,349535583,2018-11-17,184982392,Joshua,Convenient location good experience.  Thanks!
3257886,520034012,2019-08-29,233362688,Claire,Great place to stay with cute outdoor area. Easy to get to central SF and all others places of interest.
3697738,81414321,2016-06-22,19345601,George,Jay and Tina were wonderful hosts. Their home is in a great neighborhood close to shops and restaurants. The home is impeccably clean and is stocked with all the essentials you'd need. We would look forward to coming home after a day of sight seeing to the home relax in the living room followed by wine in the garden. Thanks jay and Tina!
24129914,456864955,2019-05-22,230330157,Kayla,We had a great stay in Leslie's space. It's very cute and comfortable and we were able to take advantage of the full kitchen and washer/dryer which was very convenient. Be prepared for a large spiral staircase up to the bedroom/bathroom. It was a short walk to restaurants and Lafayette park. The only issue we ran into was finding street parking and having to move our car for street cleaning but other than that we had a great stay.
27699796,459730953,2019-05-27,124777110,Cherry,The owner is really helpful.
752607,60499045,2016-01-24,53651143,Dan,This place was everything we wanted and Lily was a great host. She was out of town but easily reachable by text. I'd definitely recommend staying here. 
7930461,77948118,2016-06-04,58399140,Quinton,"This was our very first Air BnB experience and we could not have chosen a better apartment in a better location. After a long flight from Australia to San Francisco we were beyond relieved when we hopped off of the MUNI and walked only a few minutes up the street to Justine and Matt's little oasis. The studio was lovely and private absolutely spotless beautiful and warm with gorgeous sheets towels and a HUGE flat screen TV that is great to switch on and zone out to after a big day sightseeing. The area of West Portal was absolutely gorgeous too we loved it. I would wake up early and wander down to Peets coffee to send off some emails over an espresso and we usually finished off with dinner at Squat and Gobble which has really great food for a great price! 
Initially we decided to stay out of the city to save a little bit of money but I can safely say that if we return (Which we may do on this trip) we will stay again at Justine's apartment in the beautiful West Portal. Don't think about it just do it. "
11464408,70782666,2016-04-20,47901143,Emma,We was made to feel very welcome. The room is very private and you have everything you need. Ulysses is lovely and even helped us out with a little car problem. Would definitely stay again 
14142409,94723865,2016-08-16,85671220,Katrina,This apartment was great and we felt very comfortable in it. We were first timers in San Fran and we are very happy to have found this place. BUT for future guests who are driving like we did their is NO parking on premises it is only street parking but since the home is on a main street parking can be difficult and may need to park a few blocks away. Otherwise the apartment was very clean and had everything we needed and was a good location for walking to Golden Gate park and to restaurants near by! Would stay here again!
4558898,455523099,2019-05-19,33602537,Jaime,Stylish and beautiful apartment room was very comfortable. Perfect location
19015884,282239996,2018-06-26,25709548,Michael,Jennifer’s apartment is fantastic - full of thoughtful touches to make life easier. Small things like ice in the freezer plenty of coffee and hand soap in the bathroom all make life that bit easier! Jennifer gave us lots of great tips for SF and really made us feel welcome.
30817227,426353376,2019-03-20,2760294,Michael,Thanks! Staying at Pankaj and Sarah's apartment was easy and uneventful. I was here for work and it was super easy to check-in/check-out with the very complete instructions and the apartment was wonderfully decorated.
4902855,62084943,2016-02-11,48088011,David,The response time was very fast when any correspondence happened (digitally).  The Tenderloin district was a bit more of a high-risk neighborhood than I had thought but Tony's building was secure and had cameras as well.
9650878,202075536,2017-10-09,13049148,Thao,I had a wonderful stay at Carl and Michael's airbnb and would definitely recommend it. They are responsive thoughtful and helpful hosts. The location is in a quaint area; it's a  lovely neighbourhood to stroll around to see Victorian style houses (it is quite close to the Painted ladies). The room I stayed in is clean and spacious with a fridge and connected to a clean shared washroom. Overall a great value stay.
1855096,237633618,2018-02-23,20050640,Richard,"Super adresse.
Quartier très sympa. Très beaux espaces dans l'appartement. Chambre avec lit très confortable salle de bain très agréable grande cuisine et super espaces de vie commune.
Tout est parfait !"
909063,146360516,2017-04-22,18714029,Prathamesh D,"With the underground rail and other commute options just round the corner the place was very connected with wherever you wanted to get to. In fact the subway to and from the airport passes thru the corner station. And being a teeny block away the place gets no vibrations due to the passing trains.

The only thing is the accommodation is on Level 3 (which actually means second floor as in the US the ground floor is Level 1). But that was not much of an issue as Mark helped me up with my luggage effortlessly!

Mark & Rafael are well-stocked with all the regular things one would expect to get one self through the day. They even had adapter plugs of all varieties. Mind well should you request one in a hotel chances are you may have to wait a day till your turn comes to be allotted one. And some hotels just point you in the direction of a nearby convenience store to get one.
If you have time to waste there is a huge TV. And if you have time for relaxing you can sit under the open sky perched up the tall the chairs and table with a mug in hand!

They have a very lovable dog. First dog I have ever come across in my life who did not bark even once during my entire stay - he just looks at you calmly sometimes with a slight tilt of the head.

The neighbours (the ones I met) too were very friendly and supportive.

Mark was very welcoming a perfect host. He gave excellent suggestions for the restaurants in the vicinity.
It may be noted that there is just one bathroom but I never had any issue due to that during my entire stay.

Lastly the place is well-stocked with books and magazines has excellent wifi speed is airy with lot of natural light.

What worked for me most was the study table in the room with a comfortable chair. And then I also had the sofa and the rocking chair (both in the room) to relax in!
"
221342,315046977,2018-08-27,113847595,Conrad,Perfect location to explore San Francisco.  I would recommend it to anyone.
3808193,461524753,2019-05-31,26146126,Christopher,James’s apartment is a very conveniently located little hideaway within easy walking and commuting distance to a lot of areas. He was a great and easy host with quick responses. The apartment is well decorated and very comfortable though there is not a lot of storage space available. It was a very enjoyable stay.
99094,336259741,2018-10-14,203162606,Julie,A great night out highly recommend for solo travelers.
17551632,318506720,2018-09-03,33338887,Charles,Susanna et Jason ont été des hôtes absolument parfaits. Prévenants à l'écoute et extrêmement réactifs. La chambre est mignonne isolée du reste du logement où vous serez totalement autonomes. Il y a plein de petites attentions qui confirme que Susanna et Jason sont des hôtes expérimentés. La localisation est presque parfaite vous êtes à côté de tout grâce aux Uber pour 5 à 10 dollars par trajet maximum. Je recommande cet endroit à 100% et je sais où dormir la prochaine fois que je me rends à San Francisco.
15207940,256832611,2018-04-23,25838588,Becca,The room was very spacious clean and beautiful. Ha was very generous meeting me to check in late. Thank you so much!
22715454,282955151,2018-06-28,60075505,Ana,The house is very clean the beds are confortable and the kitchen well equipped.  It’s a good space for a family of 4.
4833101,331480714,2018-10-02,121880604,Cara Elizabeth,Such an amazing place to stay I had to come back a second time. Couldn't recommend Mike and his wonderful home enough!
8356380,278746395,2018-06-18,29890294,Flavia,"Cheryl is a very good host in case of need she answered immediately she gave important informations and she even lent us her scale to weigh our baggage.
The room is located next to the garage has a small window overlooking the garden. Is cute clean have a nice style big where we could move very well in two people with lot of baggages. There was a coffee machine water tea coffee chocolates salted peanuts.... A bathroom with bathtub where perhaps there was a bit of humidity due to the fact that there was not a window  in the bathroom and maybe the fan was not strong enough. In any case we found ourselves as well as we were at our home the bed is very comfortable. Very good neighborhood we know nothing about public transport because we only moved by car and stay only one night. I absolutely recommend it!"
15662917,262700648,2018-05-09,10304374,Camaren,Eileen's place is the very best!
