listing_id,id,date,reviewer_id,reviewer_name,comments
8237869,151208519,2017-05-11,71035527,Emily,Phil was an awesome host. He was very attentive to our needs. I didn't read the description well enough (or got it mixed up with a different home) and thought there would be parking. He did mention in his description that I would need to purchase an inexpensive overnight permit. Since I missed that he was very helpful trying to help me get one.  He was also very considerate the next day - even though we had already checked out he texted me to let me know about certain sightseeing closures so we wouldn't waste our time driving out there. I really appreciate Phil's desire to help his guests have a great time. I only wished we had had time to play some music together! 
5681246,165926131,2017-07-02,79315039,Steph, Great! Awesome. Wonderful. Clean! I can't say enough positives about this home.
26028947,411154253,2019-02-11,74245428,Pallavi,"I loved Hanieh’s place! The check-in process was so simple. And Hanieh and her husband were so excited to have us. They gave us a warm welcome and made us feel at home! Hanieh quickly responded to all the questions we had. She was very prompt in handling all the doubts we had. The place is a steal deal! It’s unlike all the basement apartments in Toronto. It has large windows and loads of sunlight. It was sparkling clean and smelt nice. It’s better than most of the Airbnb’s I stayed in Toronto. The house is much better than what it looks like in the photos. It’s spacious and airy and has all the amenities. Hanieh ensures that the guests have a great experience staying at her place.
The nearest bus stop is a 6-min walk from this place and there are plenty groceries stores nearby. 
The house is warm and we stayed during really cold winters(-21 degrees C) but it had great heating. 
What I liked the most about staying at this airbnb was how Hanieh made us feel like it was our home! She and her husband respected our privacy and never bothered us with anything . 
I loved this place so much that I went ahead and booked it for another 2 months !!"
19847518,358746864,2018-12-15,99040115,Stuart,Great location very clean apartments and nicely furnished! Can not go wrong here
22019150,316109024,2018-08-30,12269187,Grace,I wasn't very satisfied with this rental. The cleanliness left a lot to be desired. As a result I cleaned the bath and kitchen myself as soon as we arrived and I straightened out other areas. The patio was quite messy. The location is fine but it's not as close to the CN Tower etc. as the description indicates. Also the hosts insisted on quiet but neighbors had a porch party while we were there and we heard loud thumping music one night. Parking is NOT on premises. It's behind a house about a block away. Would not recommend or stay there again.
14769025,552368712,2019-10-21,21834111,Laura,This place was perfect for me as I ran the Toronto Waterfront Marathon and the start line was 5 min away. The apt was clean and basic. Check in was super easy (I personally love a lock box esp when flights are often delayed and you don’t have cell service). The neighborhood had late night food good coffee places to grab basics. Art Museum really close by. Easy walk to Kensington Market.
17720579,202954851,2017-10-13,64059067,Lee,Thanks for the stay!
25574659,474966522,2019-06-23,171253658,Elizabeth,Great great location. We had a great weekend !
21295861,503129502,2019-08-05,245138252,Ashley,Great
25910576,556875508,2019-10-30,178922512,Alexandre,Propre dans un quartier tranquil
32548753,428142834,2019-03-24,249033843,Christina,Hosts were great the space it’s self was very nice and comfortable. I did except it to be much cleaner though unfortunately the space was unswept and their was lost of long hair on the sheets as well as the furniture.
24939602,360695312,2018-12-21,218665311,Hongzhao,overallthis is great place to stay over night.
20624982,450476426,2019-05-09,258397049,Raghavendra,Excellent place to live in. My kids enjoyed a lot.
34511952,566460329,2019-11-19,223596077,Omar,Nice place
33257484,534407921,2019-09-22,185086924,Michelle,Great place to stay!
20877770,465347721,2019-06-07,145603863,Sepase Barnabas,I’d recommend to anyone. Very valuable space and very accommodating hosts!
1570675,25104867,2015-01-06,1979941,Bernarda,We had a great stay in Alex and Snezhana's place. It is really clean quiet and nice. We had everything we needed. The description of the place is accurate. The bus station is really close and with a bus and the subway you are downtown in no time. Public transport runs late too so we didn't have any issues returning late home. Alex was a great host helping us with everything we needed. We would definitely stay there again. Thank you!
9785414,65456048,2016-03-13,62319289,Bernard,"JP was a great host 

The condo was awesome clean and smelled great as you walked in.  Great view of the highway and Toronto scape. Would definitely recommend this condo for everyone. JP was a very responsive host "
27826009,311591560,2018-08-21,153956907,Cheng,Absolutely fantastic place to stay in downtown Toronto! The place is modern and clean. Definitely will book again if I go to Toronto. I'm pretty much like to be alone and have some private time which the  host is very efficient and sweet  gave me immediate response only  when I had questions or need assistance. 
21525312,263280469,2018-05-11,40403295,Arnaud,Emplacement très bien chambre propre et cuisine bien équipée. Sylvie était réactive à mes questions / remarques.
13270926,246525917,2018-03-25,161524094,Andrea,Great place so close to the beach and comfy overall. Slept better there than in my own bed
17777800,422039562,2019-03-10,125613887,Julia,Great place to stay at!
20585288,483374599,2019-07-07,195420301,Tatsuya,Mireyaさんはとても親切に対応してくれます｡
28360605,332579570,2018-10-05,30989919,Katie,"Deepa & Prashant’s place is the best place I’ve stayed in Toronto so far and I’m there quite frequently. I would go back again and recommend their place to a friend in a heartbeat. It was so clean and spacious and the view was absolutely incredible. They were so easy to communicate with and even left us a bottle of wine! Definitely an awesome 5 star place!

Katie"
22483394,401445485,2019-01-14,59342495,Kenny,Great host great space great location easy communication definitely will be back here again !
14726041,289990649,2018-07-13,179986653,Kimberley,Place is in a great location but the rest you can forget about!  Was made promises of fixing a broken couch and a delivery of an portable air condoning unit as the bedroom on the second floor has no vents never came in.  And really they didn't care!  The basement bedroom is right beside the furnace which goes all night and there is no door to close off the sound and no curtains in a few of the bedrooms.  The top floor bed is just a hard single couch which you can't sleep on.
12668782,481306056,2019-07-04,261497120,Sanjeev,You can visit M. Angie without any hesitation.
3229169,38695458,2015-07-18,7859277,Tom,Stephanie and Sam were great hosts!They were friendly very helpful and gave  us lots of good information and suggestions for getting around and where to go!Their basement set up was awesomeincluding a kitchenette living roombedroom and bathroom...everything we needed!Their location and neighborhood were in a nice locationwhich made it easy to get downtownshop and eat.We drove ourselves around but busestrolleys and sub-way were all very close.We enjoyed taking a walking tour of Kennsington Market and Chinatownseeing all the unbelievable ART GRAFFITICasa Lola CastleArt Museum The Distillery AreaBotanical Gardensand all the different ethnic communities and foods they offered! Toronto was a beautiful City to see!We highly recommend staying at their Air B&B if staying in Toronto and  would love to come back ! 
15760005,265015598,2018-05-15,67352127,Eligijus,Needed a place to stay for a night. Tara was very quick to respond. Everything was well organised and the place was great! Recommend!
19473823,234101395,2018-02-11,43532635,Anoop,The place is very clean and the room is spacious. Everything is exactly as advertised and Branko is a great flexible host. Great value for the space given its central location!
8410802,65019315,2016-03-10,37490477,Anne-Maria,Susan's aparment was gorgeous! Everything was just like in pictures. Susan was also great host and communication with her was easy. I would recommend her place for anyone who wants to live in the vibrant neighbourhood close to many cafeterias and restaurants.
19485030,180546897,2017-08-10,11267950,Guilherme,Alex and Peter are great hosts! Their house is extremely organized clean comfortable and beautiful. They are super nice and are always willing to help with great suggestions about the city and make you feel truly welcome in their house.
31673907,512539935,2019-08-18,284856291,Joshua,Great place that's a pleasant 20 minute walk to the Ossington station.
23612312,255786284,2018-04-21,102569511,Kekeli,Elliot is an amazing and gentle host his place is a wonderful and very unique. Reminds me of the movies lol I would highly recommend his place to anyone looking to come down to the Toronto
39624971,572367140,2019-12-02,196944810,Saandra,Alex’s place was lovely to stay at. Sparkling clean and exactly what you see in the pictures. Only thing I ran into was we weren’t able to park 3 cars on the driveway overnight bc the driveway was being done which wasn’t made clear. But he let us park on the grass which wasn’t a problem. Everything else was great. Highly recommend!
32522069,453708272,2019-05-16,30615977,Tammy,This space was super cute and located in a great area really good for a single traveller or couple. Kristal and the co-hosts were super informative communicative and accommodating! They were very responsive through message and accommodating when my flight was delayed coming in and when I had to leave early. Overall a great stay!
21660734,294177665,2018-07-21,201790385,Gordon L,nice place
2719136,54623381,2015-11-22,10275941,Hélène,"We had a very good time ro this lovely place.
My mom and I loved the decoration and the bedding !
Nice neigbouhoud and very nice restaurant down the street named Saturday Dînette !
Jason and Megan was very hepful. 
Thanks for this time !"
29703425,430368676,2019-03-30,121590879,Ray,Had a great clean place!
15512850,566163117,2019-11-18,186621386,Rafael,Lina's place was really easy to find the apartment it's quite amazing snd and the view is spectacular. The sauna gives the apartment an extra its amazing. The location is great you have a ttc station 2 min walking and cn tower and stuff it's like 20 walking tue lake it's also close so it's a great option. Lina was very nice and quicker responser.
28952946,338864056,2018-10-20,150536427,Dr. Tomeika,Awesome stay. Seb was a super host and made everything so easy!! A must stay in beautiful Toronto!!!
11324662,364461014,2018-12-30,54717704,Sharon,Conveniently located with an amazing view. The condo is exactly as pictured - clean well-equipped with a good layout.  Would definitely recommend
24064113,301663977,2018-08-04,204115537,David,It’s very cozy
13169917,132058171,2017-02-15,107294948,Todd,Great location..... fantastic views...and Hasan  made everything easy and comfortable to do business with...
30129741,481828657,2019-07-05,257477116,Parisima,Joseph was a great host communicated clearly and left us reminders which made our check in and out a lot easier! The place was very cute great location and was fully stocked with kitchen ware which was great.
20957479,333609206,2018-10-07,12613869,Caroline,"The cleanest Airbnb I have ever stayed in! Kenny is a great host and I would stay there again.

Ossington Ave was a great place to explore. We used Uber a lot to get downtown as Toronto doesn’t have the best transport links but I would recommend Little Italy."
20694520,366874170,2019-01-03,102868095,Tristan,Great all round experience. Thank you!
29607703,400625696,2019-01-12,235225591,Joey,Great place! Perfect for 2-3 people. Easy check in the view is amazing and the place is really clean. Would stay here again for sure!
18457439,557235241,2019-10-31,271927066,Manuel,Liming is a great host. She is a wonderful and generous person with quite a funny personality. I highly recommend her services. The house is about 5 blocks from 24 bus route (about 10 minutes walking). Her place is always clean and the basement is big and comfortable.
9078948,112027196,2016-11-03,11775950,Jong Wook,"The location of Nancy's unit was very nice.  It's right next to CN Tower and Ripley's Aquarium.

It was very convenient that large grocery store like Longo's was right across the street. My wife liked it very much.

More than anything Nancy was very kind and responsive.  She even let me use her private storage since the flight to my next destination was hours after the check out."
11533218,528673618,2019-09-13,93529358,Lauren,"Place was great. Very modern and clean. Exactly what pictures look like. 
Building is EXTREMELY safe. Need a key to get into almost any part of the building. Really convenient location to walk places. 
Alper was always reachable and very kind and helpful."
12246555,100129542,2016-09-07,65003891,Kenny,Tyler was a great host he was very easy to speak to and very helpful! The condo located in the entertainment district was really easy to get around (CN tower St. Andrews station and Union station all within 20 mins walking distance) I would definitely come back if I'm visiting Toronto again! 
29097429,425533504,2019-03-18,247512510,Aaron,Expect a good clean spot nice and comfortable!!
20770703,272986505,2018-06-04,167875340,Jonathan,Very thoughtful and friendly post. Very nice place.
4838440,51745520,2015-10-24,24387154,Laura,Adam's place was absolutely wonderful. He had everything we needed and the space along with the view was beautiful. There are so many great places within walking distance. Checking in process was easy due to Adam's detailed instructions and he also responded very quickly to any questions we had. Wouldn't have wanted to experience Toronto any other way... Highly recommended! :)
14586418,327274768,2018-09-23,91206933,Katrina,This is a beautiful home very close to restaurants on the Danforth. Although a shared home it had a very private feel with a whole upstairs to ourselves. The home was so clean and felt luxurious. We highly recommend this home for your travels.
20902086,545037825,2019-10-11,51745314,Franlyn,Good location
23958776,405743354,2019-01-27,13606816,Soomi,스트릿카 정거장서 한 블록 정도 거리라 교통은 편해요. 집 뒤로 별도 출입구가 있고 열쇠도 따로 줘서 출입이 편리해요. 다나가 넷플릭스도 연결해줘서 티비 시청 됩니당. 반지하이긴한데 전등이 밝아 딱히 어둡다고 느낀적은 없어요. 겨울 기준으로 방 쪽에 보일러인지 무슨 기계가 있는데 그거 돌아가는 소리가 좀 커서 민감한 사람은 잘 때 불편할 수도 있어요. 어엄청 깨애끄읏 하지는 아나요. 음.. 또 조리도구 이런게 잘 이써서 잘 써써요.
24649327,326565170,2018-09-22,210689673,裕樹,公園の近くで素敵な場所でした｡
16884840,229807445,2018-01-25,23771143,Tara,Renata's place was one of the best I have ever stayed! Her house was spotless and the views were unbeatable! I had such a great time here! I would 100% stay again when I come back to Toronto! Renata was very accommodating when it came to check-in and check-out which was very nice!
18009897,216909810,2017-12-06,128249018,Nohemi,I really loved this place it’s just like in the pictures and it has a great location too! The communication with the host was always easy. I highly recommend to stay here if you travel with less than 4 people
18061983,278174642,2018-06-17,135510309,Adam,beautiful houselovely location
7611889,572421396,2019-12-02,65734249,Julie,Always a great place to stay! I highly recommend it!
28271554,564284066,2019-11-15,197502561,Taylor,Sarah’s place was amazing! Super clean and close to everything! She was super responsive and made everything a breeze!
26834794,459506322,2019-05-27,138532774,Julie,Rosa was such a wonderful Host and  very kind and hospitable! The room was very pleasant and the bed was possibly the most comfy I have slept on yet!
21275774,366497075,2019-01-02,129076276,Isfandyar,Great place
13174614,151857153,2017-05-14,119120783,Rosalie,Centrally located and within walking distance of amenities
18289430,466735542,2019-06-09,8072953,Stephanie,Gurinder's apartment was in a great neighborhood conveniently located in Toronto. The guests have the top floor of the apartment with a huge bedroom and equally huge en-suite bathroom. There was tea and water offered in the room which was bright and welcoming. Gurinder's family also accommodated our late arrival in the evening. Altogether a great stay!
24282894,328233558,2018-09-25,42260443,Lijun,位置非常好可以步行去温哥华的大多数景点房间虽小但是十分干净尤其是洗手间特别的好｡
2371972,136873409,2017-03-12,118889421,Taeho,Awesome place! Close to subway station and nice host!
17776994,546496969,2019-10-13,17845708,Haulson,Great Centrally located spot!
29028086,353096627,2018-11-26,18705132,Enzo,Nice place!
2592785,97834883,2016-08-28,86801709,Rhys,"Christine was a lovely host. I only stayed for one night (having had a change of plans) but she made my stay very welcoming. The rooms was clean and comfortable.

Highly recommend Christine's place to anyway visiting Toronto.

Thank you Christine and I'll make sure I stay longer next time :)"
34389494,489918008,2019-07-17,251934405,Victor,Nice view close to many attractions beautifully decorated and everything you need in the kitchen.
13605471,133079426,2017-02-20,3119300,Tara,This place is magical! What a perfect oasis. My boyfriend and I are very familiar with Toronto but were looking for something different to experience the city. Brett's cottage is truly an escape from Toronto without leaving it. Everything is perfection from each personal detail (wood fireplace beautiful sliding doors that chandelier!) that went into building the cottage to the accessible everyday comforts in a home to the garden which we hope to experience when the weather's better to the walking-distance accessibility of shops/restaurants/parks/transit/LCBO etc... This is a gem you must experience for yourself - or don't so it's available for us to return to! If you're searching for a place to recharge and feel as though you've had a week's vacation this is it. Brett was excellent with communicating and though we didn't meet him he was a fantastic host. Thank you for sharing your humble abode!!!
21765294,337828348,2018-10-17,218972314,Mike,Great place. Outstanding location. Perfect size and amenities.
3271579,199694504,2017-10-02,140472182,Katy,Liane allowed my film crew to film in her place for a docu-series interview. She was very responsive and accommodating.  The place looks great.
15698833,166359770,2017-07-03,4846,Jeff,Great place that's not too far from the downtown core. You'll need public transport to get downtown or an Uber but the flat is a nice clean quiet place in a friendly neighbourhood.
20902086,409703365,2019-02-08,40850637,Kam,Great place but no TV
10121791,61269898,2016-02-01,24129827,Kathleen,"I can't say enough wonderful things about this stay. James and Julie do a phenomenal job: easy communications super-helpful and simply some of the nicest AirBnB properties (and hosts!) to be had in the city. I was the first visitor at this one and what a treat it is. This beautifully dressed condo has a very efficient lay-out and offers a degree of amenity that few can match in this price-range. And not one but TWO cozy bedrooms! I look forward to returning again and again - especially in the summer to luxuriate on that deck. *sigh* 
What ARE you waiting for? Click that 'reserve' button right this minute!"
13781103,538263933,2019-09-29,279258849,Alex,The little touches were very thoughtful  a very cozy and comfortable space.
19317016,249106252,2018-04-01,128782115,Nick,George was really insightful responded quickly and offered great advice. The place was really nice and a good value only a few steps away from great shops and transportation. I'll definitely stay here again
24806462,330447565,2018-09-30,39856153,Geanina,We spent a month here and Bruce it is a great host always available in case you need something. The house was very clean.
28811695,556804435,2019-10-30,16097649,Min,Sara's place is wonderful.  Definitely one of the nicest places I've stayed in Toronto and in the building. Super comfy bed.
19404923,547061294,2019-10-14,92037059,Steve,Great space and very accommodating hosts.
37357665,536338219,2019-09-26,9807319,Katarzyna,Location location location ! This place is just perfect  if you want to be downtown Toronto. Fantastic view in the branż new condo
19972194,565499169,2019-11-17,137408359,Linh,I stayed with Maggie for a month. I love this place because of the location and the host. The location is really close to Mimico Go train which is convenient for me as a professional working downtown. There are also TTC bus stops right across the street. It is a safe neighbourhood with the fantastic Sanremo bakery and local grocery shops nearby. Maggie is an outstanding host who will respect your privacy and still take care of any of your concerns to make sure you have an enjoyable stay.
15743072,114448019,2016-11-18,16115192,Hardy,Fantastic host! Very professional. Highly recommended!
11135880,188537976,2017-08-29,3654650,Joanne,Great suite excellent neighbourhood. Would stay again.
12042727,146362228,2017-04-22,19527952,Chris,Great place! Noise restrictions in the downstairs were a little cumbersome but otherwise a super great place to stay. Very central to everything.
27341722,547135743,2019-10-14,42232772,Bernardo Theodoro,Cozy clean and well furnished apartment in a great location. Rich was very helpful.
29960277,488784476,2019-07-15,232108604,Jane,Great host great location
28013003,358472689,2018-12-14,41090069,Alex,Great location and well decorated condo. Would book again for sure.
32837348,483428637,2019-07-07,31306137,Laury,We really enjoyed our stay at Marjan’s. The house was spacious full equiped decorated with taste. The backyard was perfect to relax at the end of a busy day downtown. I would highly recommend. The location is beautiful surrounded by trees close to a park. The metro is 10 minutes away by walk. Thanks a lot.
22064037,351373925,2018-11-22,13000051,Christine,excellent communication great location comfortable beds!
32842154,426311978,2019-03-20,20451419,Simone,Stephanie's place is so nice! Fort of all the location is amazing. Centrally located and close to so many restaurants and bars. It's a quick walk to the subway so getting anywhere  in the city is really easy. Stephanie was great to communicate with. She was quick to respond and made check in and check out super simple. The space itself was clean and really nicely decorated- It had everything I needed! Thanks Stephanie I hope to be back soon :)
23054124,283801198,2018-06-30,158787537,Abdou,Really cool place. Thanks Ela
14870665,107156030,2016-10-09,26272107,Julia,John was really kind. Thanks for helping us with the bags the place was perfect for 3 it's really intimate and there was all we needed.
18520456,269588177,2018-05-27,187202698,Brandon,As advertised. Great location Peri is super sweet with very quick response times. Very accommodating. Would definatlely stay here again!
27021257,455317765,2019-05-19,38660179,Jody,Janet’s place is as charming as it looks. The garden is a fabulous oasis for relaxation and the house is filled with interesting touches. The location is great- just a couple blocks away from the subway so getting around is a breeze. The home is filled with sunshine so if you’re not an early riser bring a sleep mask or take the bed in the “zen den” which is totally dark. Janet was a wonderful and thoughtful host.
5085314,274188417,2018-06-08,110877448,Leanna,I would totally recommend staying at Louise’s place . It is beautiful with a gorgeous new kitchen with all cooking amenities.  The backyard garden and patio is cute and so nice to relax in. Beautifully decorated with lots of space. It’s is literally a hop skip and jump to subway and neighbourhood surrounding has lot of restaurants and shops nearby. I would definitely stay here again 
13762125,187222076,2017-08-26,58600865,Lori,"We loved everything about our stay at Gulia's place from the minute we arrived up until we had to check-out (wish we never had to leave)!!!
Communication was great and Gulia was always very responsive.  
Her place was extremely bright and clean.....and the location.....WOW!  Couldn't have been better!!  Within walking distance to literally everything! 
We had an amazing sleep too; the bed was one of the most comfortable  we've ever had.  
We would highly recommend Gulia's place and would gladly return in a heartbeat!"
309402,61606800,2016-02-06,56115990,Mikey,"I had an amazing stay it was cut short which was very disappointing but it happens. Christina is very kind and interesting I wish I had her motivation to run she's a very busy body.

I would highly recommend staying at this location. Free parking and location were also added perks to the place.

Enjoy"
16632051,149703255,2017-05-05,47196907,Kimberly,This was my first ever Airbnb stay and it was absolutely great! Anthony is very quick to communicate and all of just instructions were detailed perfectly. It was very cute and very clean I would definitely stay at either of Anthony's locations in the future!
13642694,186793617,2017-08-25,27606919,Rebecca,We had a nice time at Ceu and Stewart's they were around or easy to get in touch with before and throughout the stay making everything smooth an easy. They are sweet and nice to chat with. They're place is more spacious than I thought from the photos which was a nice bonus. It is easy and convenient to get to downtown on the bus or streetcar but also equally easy to go out to Etobicoke or Mississauga if necessary. Also their pup Chase stole my heart he's such a cutie.
790887,340634127,2018-10-24,152990529,Gary,"Robert is an excellent and thoughtful host anticipates your needs and is fantastic at making you feel at home. No ""awkwardness"" at Robert's."
12406747,94498647,2016-08-15,39289207,Abdul,The place was great everything mentioned in the description was there except one thing parking. But my overall stay was amazing! 
37495094,534203986,2019-09-22,91356956,Derek,Val was a fantastic host. The check in procedure was simple and quick the place was spotless and exactly as described. We had a simple user error (my fault) during check in and Val was able to help me within seconds. I would be happy to stay there again no complaints.
17141329,283309821,2018-06-29,148921779,Renato,We highly recommend Alan’s place as it is sparklingly clean and located in a friendly neighborhood near public transport including a park. Alan is also a very friendly host and communicating with him is no problem.
13445857,272575087,2018-06-03,118677733,Sarah,Great apartment host and location. Couldn’t be happier with our trip! 
32133404,532825067,2019-09-20,15169842,Nicole,"The house is in great location of 15-20 walking distance to downtown shopping area. Public transport restaurants and amenities are very close by. 
House is very clean. Kitchen utensils and equipment are sufficient and clean. All bedrooms spread on three levels with plenty of privacy which make it very suitable for group travellers.
Angie is a good host. Very easy to communicate and always respond promptly on all queries."
270330,157125505,2017-06-02,43724256,Neil,Tricia was great. Particularly when I needed help with the Wi-Fi. Pick up from train station was also much appreciated.
19890926,181940004,2017-08-13,142713606,Andrew,Good place to stay for 2 people private bathroom and kitchen had all necessities. Clean place and the homeowners were very nice the location was in 20-30 min walking distance from downtown. Would stay here again
4565516,206295189,2017-10-24,81567420,Phill,A great place for our quick stop in Toronto.
14968987,220472003,2017-12-22,8762290,Rosemary,"Was great quick response time really considerate and thoughtful. Private quiet and exactly as described. Will be back soon. 

 (Phone number hidden by Airbnb)"
13992920,164239990,2017-06-26,6329118,Deidra,Michelle's place was beautiful! The room was bright and cheerful and we were excited to see fresh towels and chocolates waiting for us when we arrived. The bed was divine! I slept like a rock here. Soooo quiet and peaceful and conducive to rest. Michelle was great in providing suggestions for restaurants to meet my dietary needs and Darryl helped me sort out some transportation questions. When they knew we would be arriving home late they left the lights on so we could make our way safely upstairs. Michelle and Darryl were both just lovely and I would highly recommend a stay here!
32698291,562303964,2019-11-10,132857495,Tori,Fran & Lucas’ place was just as I expected lovely. My boyfriend & I stayed in their beautiful place while visiting Toronto for the first time. The location was perfect. Everything you need within walking distance! We didn’t mind bearing the cold to explore by foot but we also used the streetcar from time to time. Fran was very responsive & always in a timely manner. We thoroughly enjoyed our stay & it definitely made the trip 10x better. We will most definitely consider them for our future trips to Toronto! Thanks so much Fran & Lucas!
23013595,293123217,2018-07-19,21414008,Thomas,Perfect host with a perfect flat in a perfect location.
19863164,309011697,2018-08-17,198209161,Han,Simona is very quick to respond. beer place is located steps from the aquarium and cn tower.  starbucks on the 1st floor is very convenient.  asked for a parking space and didnt know what we would have done without it!  
12761297,538411141,2019-09-29,36369147,Michel,So well located with access to GO train and UP express to downtown well renovated we highly recommend.
15271092,186454289,2017-08-24,140181426,佳儿,It is very nice to live in Sarah's big house and the dog Chole is very friendly!
11775116,418589488,2019-03-02,238861169,Richard,"voor douchen moet je een trap
op en dan loop je het t"
4205747,110474261,2016-10-26,461698,Irina,"Mayte made me feel very welcome. She is a perfect host. Friendly kind and always supportive. 
The room is very clean sunny and spacious. I liked the bed and slept like a baby there. The neighborhood is beautiful quiet and very nicely located. Price is very reasonable. 
I was happy to stay at Matey's place and highly recommend it to other guests! "
8195595,497465556,2019-07-28,111656634,Emily,"This is truly an amazing location and the accommodation is truly a cultural gem. The host is kind and thoughtful. My favorite qualities of this location included:
- the alkaline water shower 
- top movie for each decade (2015-2018)
- the collection of records and record player
- mini fridge inside the room
-proximity to everything!!! ( financial district shopping)"
22100548,364920649,2018-12-31,207784152,Yuefu,Very cozy room and perfect location.
17865845,181359608,2017-08-12,76055303,Lisa,Susan's home is exactly what you see in the pictures. Very clean and welcoming. I would definitely recommend and stay again.
2746751,65218879,2016-03-12,11847804,Brigid,My husband and I moved to Toronto and used Alex's place as a base while we were setting up. Alex was a fantastic host and even drove us and all our things to our new apartment! The apartment was clean light and spacious. It had everything we needed. The location is very convenient for the subway and a short walk to all the downtown sights.
24238857,261608514,2018-05-06,8758151,Kirsten,Great location - short walk to grocery store restaurants bars etc. long walk (but feasible) to the core of downtown or a half block walk to the tram line. This is a small space - essentially a bedroom with a fridge/sink/stove against one wall and small washroom but it great value considering the close proximity to downtown! The building is a bit older and kind of dingy but the bed felt clean and cosy.
3802093,117061882,2016-12-04,27176633,Sonya,Cher's apartment is a lovely and clean home. It was very well equipped with spare keys plenty of towels extra linen speakers shampoo etc. The bed in the master bedroom is one of the most comfortable that I have slept on. The location allows easy access to shops bars and restaurants but is on a quiet street. It was everything I could have hoped for my week long stay in Toronto. Highly recommend!
5116831,57147510,2015-12-22,14798895,Joe,Elizabeth's place was great. Very cozy and close to tons of local shops and attractions. Streetcar right outside the door. Bigger than expected being above a storefront absolutely no complaints. Would gladly stay there again.
23110484,240675065,2018-03-05,102143711,Sarah,Perfect location and beautiful place! It was very clean and we appreciated the extra bedding and coffee that was available.
1124771,19069135,2014-09-06,6680901,Nisha,"Jon welcomed us to the apartment and was extremely friendly and helpful. The apartment is about a 15 minute walk from Christie station which was easy to get to form the airport. However is a 3 minute walk from the streetcar at College and Crawford Street which is a quicker walk.

College street also has an abundance of restaurants shops and amenities. Plenty of places to go out for dinner/drinks/dessert which are wonderful. The great thing is they are a short walk away but you don't hear a thing from the apartment. 

The apartment was clean and as pictured. Was in a great location as previously mentioned and has a wonderful bookshelf which is great for those who like to read. Be aware that if you are over 6ft tall the ceiling is of a low height in parts of the apartment (not many). 

We had a wonderful stay at the apartment and would highly recommend Jon and Erin as hosts! "
